Obs,station,DD,reach,runjday,avgrunjd,period,year,season,month,day,sampling,NO3,NH4,SRP,Q,deltaQ,w,rchw,L,area,NO3load,LNO3prop,NO3dwnup,LNO3pred,LNO3PO,LNO3OP,LNO3dif,delNO3L,NO3eff,UNO3
144,13,195.59,5,519,519,1,1987,2spring,6,3,24,0.005,0.01,0.023,52.08,25.004,62.8,51.9,29.2,1515520,22.5,1,1.92,22.5,1,1,0,10.8,0.92,7.13
145,7,0,,538,538,1,1987,2spring,6,22,25,0.02,0.04,0.05,2.8,,8.9,,,,4.84,0.38,,,,,,,,
146,9,42.34,1,538,538,1,1987,2spring,6,22,25,0.005,0.01,0.013,4.79,1.988,28.6,18.8,44.9,842061,2.07,0.16,0.43,8.28,4,0.25,-6.21,-2.77,-0.57,-3.29
147,10,70.99,2,538,538,1,1987,2spring,6,22,25,0.005,0.005,0.052,4.76,-0.028,25.8,27.2,19.9,541174,2.06,0.16,0.99,2.06,1,1,0,-0.01,-0.01,-0.02
148,11,86.71,3,538,538,1,1987,2spring,6,22,25,0.005,0.005,0.044,8.2,3.444,42.9,34.3,24.4,837309,3.54,0.28,1.72,3.54,1,1,0,1.49,0.72,1.77
149,12,175.05,4,538,538,1,1987,2spring,6,22,25,0.005,0.005,0.047,14.06,5.852,41,41.9,78.6,3294873,6.07,0.47,1.71,6.07,1,1,0,2.53,0.71,0.77
150,13,195.59,5,538,538,1,1987,2spring,6,22,25,0.005,0.005,0.022,29.68,15.624,61.4,51.2,29.2,1493763,12.82,1,2.11,12.82,1,1,0,6.75,1.11,4.52
151,7,0,,546,546,1,1987,2spring,6,30,26,0.04,0.1,0.08,5.46,,8.9,,,,18.87,1.25,,,,,,,,
152,9,42.34,1,546,546,1,1987,2spring,6,30,26,0.05,0.005,0.024,6.44,0.98,28.9,18.9,44.9,849773,27.82,1.84,1.47,22.26,0.8,1.25,5.56,8.95,0.47,10.53
153,10,70.99,2,546,546,1,1987,2spring,6,30,26,0.005,0.005,0.042,6.55,0.112,25.9,27.4,19.9,545911,2.83,0.19,0.1,28.3,10,0.1,-25.47,-24.99,-0.9,-45.78
154,11,86.71,3,546,546,1,1987,2spring,6,30,26,0.005,0.005,0.04,10.75,4.2,43.3,34.6,24.4,843340,4.64,0.31,1.64,4.64,1,1,0,1.81,0.64,2.15
155,12,175.05,4,546,546,1,1987,2spring,6,30,26,0.005,0.005,0.035,13.33,2.576,40.9,42.1,78.6,3308328,5.76,0.38,1.24,5.76,1,1,0,1.11,0.24,0.34
156,13,195.59,5,546,546,1,1987,2spring,6,30,26,0.005,0.005,0.015,35,21.672,61.8,51.4,29.2,1499649,15.12,1,2.63,15.12,1,1,0,9.36,1.63,6.24
157,7,0,,553,553,1,1987,3summer,7,7,27,0.03,0.03,0.09,1.51,,8.9,,,,3.91,0.48,,,,,,,,
158,9,42.34,1,553,553,1,1987,3summer,7,7,27,0.07,0.005,0.012,2.18,0.672,28.1,18.5,44.9,829854,13.18,1.61,3.37,5.65,0.43,2.33,7.53,9.27,2.37,11.17
159,10,70.99,2,553,553,1,1987,3summer,7,7,27,0.01,0.005,0.064,2.32,0.14,23.8,25.9,19.9,516048,2,0.24,0.15,14.03,7,0.14,-12.03,-11.18,-0.85,-21.66
160,11,86.71,3,553,553,1,1987,3summer,7,7,27,0.005,0.005,0.038,4.82,2.492,40.3,32,24.4,781505,2.08,0.25,1.04,4.16,2,0.5,-2.08,0.08,0.04,0.1
161,12,175.05,4,553,553,1,1987,3summer,7,7,27,0.005,0.005,0.025,8.01,3.192,40.1,40.2,78.6,3160569,3.46,0.42,1.66,3.46,1,1,0,1.38,0.66,0.44
162,13,195.59,5,553,553,1,1987,3summer,7,7,27,0.005,0.005,0.008,18.98,10.976,60.2,50.2,29.2,1465004,8.2,1,2.37,8.2,1,1,0,4.74,1.37,3.23
163,7,0,,573,573,1,1987,3summer,7,27,28,0.03,0.05,0.06,1.74,,8.9,,,,4.51,0.43,,,,,,,,
164,9,42.34,1,573,573,1,1987,3summer,7,27,28,0.12,0.04,0.028,4.12,2.38,28.5,18.7,44.9,838928,42.72,4.07,9.47,10.68,0.25,4,32.04,38.21,8.47,45.54
165,10,70.99,2,573,573,1,1987,3summer,7,27,28,0.1,0.03,0.052,4.14,0.028,25.6,27,19.9,538325,35.77,3.41,0.84,42.92,1.2,0.83,-7.15,-6.95,-0.16,-12.9
166,11,86.71,3,573,573,1,1987,3summer,7,27,28,0.04,0.02,0.046,7.92,3.78,42.8,34.2,24.4,834546,27.37,2.61,0.77,68.43,2.5,0.4,-41.06,-8.4,-0.23,-10.06
167,12,175.05,4,573,573,1,1987,3summer,7,27,28,0.005,0.03,0.054,14.7,6.776,41,41.9,78.6,3292226,6.35,0.6,0.23,50.8,8,0.13,-44.45,-21.02,-0.77,-6.39
168,13,195.59,5,573,573,1,1987,3summer,7,27,28,0.005,0.03,0.027,24.3,9.604,60.9,50.9,29.2,1486454,10.5,1,1.65,10.5,1,1,0,4.15,0.65,2.79
169,7,0,,588,587.5,1,1987,3summer,8,11,29,0.05,0.04,0.06,1.12,,8.9,,,,4.84,0.97,,,,,,,,
170,9,42.34,1,588,587.5,1,1987,3summer,8,11,29,0.08,0.02,0.001,1.74,0.616,28,18.4,44.9,827699,12.03,2.42,2.49,7.52,0.63,1.6,4.51,7.19,1.49,8.68
171,10,70.99,2,588,587.5,1,1987,3summer,8,11,29,0.005,0.02,0.042,2.24,0.504,23.6,25.8,19.9,513225,0.97,0.19,0.08,15.48,16,0.06,-14.52,-11.06,-0.92,-21.55
172,11,86.71,3,587,587.5,1,1987,3summer,8,10,29,0.005,0.02,0.037,3.86,1.624,38.2,30.9,24.4,753127,1.67,0.34,1.72,1.67,1,1,0,0.7,0.72,0.93
173,12,175.05,4,587,587.5,1,1987,3summer,8,10,29,0.005,0.01,0.014,5.82,1.96,38.5,38.3,78.6,3012845,2.51,0.51,1.51,2.51,1,1,0,0.85,0.51,0.28
174,13,195.59,5,587,587.5,1,1987,3summer,8,10,29,0.005,0.01,0.001,11.51,5.684,58.9,48.7,29.2,1422546,4.97,1,1.98,4.97,1,1,0,2.46,0.98,1.73
175,7,0,,622,622.5,1,1987,3summer,9,14,30,0.01,0.03,0.05,1.18,,8.9,,,,1.02,0.21,,,,,,,,
176,9,42.34,1,622,622.5,1,1987,3summer,9,14,30,0.07,0.02,0.007,2.04,0.868,28,18.5,44.9,829137,12.34,2.56,12.1,1.76,0.14,7,10.58,11.32,11.1,13.65
177,10,70.99,2,622,622.5,1,1987,3summer,9,14,30,0.005,0.02,0.048,2.52,0.476,24.2,26.1,19.9,519873,1.09,0.23,0.09,15.24,14,0.07,-14.15,-11.25,-0.91,-21.64
178,11,86.71,3,623,622.5,1,1987,3summer,9,15,30,0.04,0.04,0.047,4.34,1.82,39.4,31.8,24.4,775232,15,3.12,13.78,1.87,0.13,8,13.12,13.91,12.78,17.94
179,12,175.05,4,623,622.5,1,1987,3summer,9,15,30,0.005,0.01,0.006,6.19,1.848,38.9,39.1,78.6,3076260,2.67,0.56,0.18,21.39,8,0.13,-18.72,-12.32,-0.82,-4.01
180,13,195.59,5,623,622.5,1,1987,3summer,9,15,30,0.005,0.01,0.002,11.14,4.956,58.9,48.9,29.2,1427260,4.81,1,1.8,4.81,1,1,0,2.14,0.8,1.5
181,7,0,,651,651.5,1,1987,4autumn,10,13,31,0.01,0.03,0.01,1.29,,8.9,,,,1.11,0.15,,,,,,,,
182,9,42.34,1,651,651.5,1,1987,4autumn,10,13,31,0.1,0.01,0.001,4.2,2.912,28.5,18.7,44.9,839270,36.29,4.8,32.56,3.63,0.1,10,32.66,35.17,31.56,41.91
183,10,70.99,2,651,651.5,1,1987,4autumn,10,13,31,0.01,0.01,0.012,4.65,0.448,25.7,27.1,19.9,539758,4.02,0.53,0.11,40.18,10,0.1,-36.16,-32.27,-0.89,-59.79
184,11,86.71,3,652,651.5,1,1987,4autumn,10,14,31,0.005,0.01,0.012,7.36,2.716,42.6,34.2,24.4,833635,3.18,0.42,0.79,6.36,2,0.5,-3.18,-0.84,-0.21,-1.01
185,12,175.05,4,652,651.5,1,1987,4autumn,10,14,31,0.005,0.01,0.01,12.63,5.264,40.9,41.8,78.6,3281957,5.46,0.72,1.72,5.46,1,1,0,2.28,0.72,0.69
186,13,195.59,5,652,651.5,1,1987,4autumn,10,14,31,0.005,0.005,0.007,17.5,4.872,60,50.5,29.2,1473288,7.56,1,1.39,7.56,1,1,0,2.1,0.39,1.43
187,7,0,,685,685.5,1,1987,4autumn,11,16,32,0.08,0.03,0.01,1.82,,8.9,,,,12.58,0.16,,,,,,,,
188,9,42.34,1,685,685.5,1,1987,4autumn,11,16,32,0.37,0.005,0.001,5.01,3.192,28.6,18.8,44.9,843088,160.16,2.03,12.73,34.63,0.22,4.63,125.53,147.58,11.73,175.05
189,10,70.99,2,685,685.5,1,1987,4autumn,11,16,32,0.29,0.005,0.013,5.26,0.252,25.8,27.2,19.9,542271,131.79,1.67,0.82,168.15,1.28,0.78,-36.36,-28.37,-0.18,-52.31
190,11,86.71,3,686,685.5,1,1987,4autumn,11,17,32,0.3,0.005,0.003,7.56,2.296,42.7,34.3,24.4,835623,195.96,2.48,1.49,189.42,0.97,1.03,6.53,64.16,0.49,76.78
191,12,175.05,4,686,685.5,1,1987,4autumn,11,17,32,0.04,0.005,0.004,13.33,5.768,40.9,41.8,78.6,3286133,46.07,0.58,0.24,345.51,7.5,0.13,-299.45,-149.89,-0.76,-45.61
192,13,195.59,5,686,685.5,1,1987,4autumn,11,17,32,0.05,0.005,0.002,18.26,4.928,60.1,50.5,29.2,1475274,78.88,1,1.71,63.11,0.8,1.25,15.78,32.81,0.71,22.24
193,7,0,,714,714.5,1,1987,1winter,12,15,33,0.28,0.07,0.01,1.57,,8.9,,,,37.98,0.37,,,,,,,,
194,9,42.34,1,714,714.5,1,1987,1winter,12,15,33,0.57,0.005,0.007,4.2,2.632,28.5,18.7,44.9,839298,206.84,2.03,5.45,101.61,0.49,2.04,105.24,168.86,4.45,201.19
195,10,70.99,2,714,714.5,1,1987,1winter,12,15,33,0.53,0.03,0.029,4.37,0.168,25.7,27.1,19.9,539149,200.11,1.96,0.97,215.21,1.08,0.93,-15.1,-6.73,-0.03,-12.48
196,11,86.71,3,715,714.5,1,1987,1winter,12,16,33,0.4,0.02,0.015,6.72,2.352,42.3,34,24.4,828972,232.24,2.28,1.16,307.72,1.33,0.75,-75.48,32.13,0.16,38.76
197,12,175.05,4,715,714.5,1,1987,1winter,12,16,33,0.16,0.005,0.005,10.92,4.2,40.8,41.5,78.6,3264610,150.96,1.48,0.65,377.4,2.5,0.4,-226.44,-81.29,-0.35,-24.9
198,13,195.59,5,715,714.5,1,1987,1winter,12,16,33,0.08,0.005,0.003,14.76,3.836,59.6,50.2,29.2,1465152,102.02,1,0.68,204.04,2,0.5,-102.02,-48.94,-0.32,-33.4
199,7,0,,742,742.5,1,1988,1winter,1,12,34,0.48,0.18,0.02,1.48,,8.9,,,,61.38,0.17,,,,,,,,
200,9,42.34,1,742,742.5,1,1988,1winter,1,12,34,0.61,0.05,0.014,4.2,2.716,28.5,18.7,44.9,839294,221.36,0.61,3.61,174.18,0.79,1.27,47.17,159.98,2.61,190.61
201,10,70.99,2,742,742.5,1,1988,1winter,1,12,34,0.63,0.1,0.04,4.2,0,25.6,27,19.9,538679,228.61,0.64,1.03,221.36,0.97,1.03,7.26,7.26,0.03,13.47
202,11,86.71,3,743,742.5,1,1988,1winter,1,13,34,0.49,0.06,0.034,5.32,1.12,41,33.3,24.4,813102,225.23,0.63,0.99,289.58,1.29,0.78,-64.35,-3.39,-0.01,-4.17
203,12,175.05,4,743,742.5,1,1988,1winter,1,13,34,0.32,0.005,0.024,11.48,6.16,40.8,40.9,78.6,3217334,317.4,0.88,1.41,486.02,1.53,0.65,-168.62,92.17,0.41,28.65
204,13,195.59,5,743,742.5,1,1988,1winter,1,13,34,0.24,0.005,0.016,17.36,5.88,60,50.4,29.2,1471970,359.98,1,1.13,479.97,1.33,0.75,-119.99,42.58,0.13,28.93
205,7,0,,770,770.5,1,1988,1winter,2,9,35,0.32,0.16,0.02,2.27,,8.9,,,,62.76,0.21,,,,,,,,
206,9,42.34,1,770,770.5,1,1988,1winter,2,9,35,0.51,0.06,0.015,5.32,3.052,28.7,18.8,44.9,844538,234.42,0.79,3.74,147.09,0.63,1.59,87.33,171.66,2.74,203.26
207,10,70.99,2,770,770.5,1,1988,1winter,2,9,35,0.55,0.1,0.035,5.6,0.28,25.8,27.3,19.9,543189,266.11,0.9,1.14,246.76,0.93,1.08,19.35,31.69,0.14,58.34
208,11,86.71,3,771,770.5,1,1988,1winter,2,10,35,0.46,0.07,0.033,7.28,1.68,42.6,34.2,24.4,834575,289.34,0.98,1.09,345.95,1.2,0.84,-56.61,23.22,0.09,27.83
209,12,175.05,4,771,770.5,1,1988,1winter,2,10,35,0.32,0.005,0.02,12.57,5.292,40.9,41.7,78.6,3280503,347.54,1.18,1.2,499.58,1.44,0.7,-152.05,58.2,0.2,17.74
210,13,195.59,5,771,770.5,1,1988,1winter,2,10,35,0.2,0.005,0.012,17.11,4.536,60,50.4,29.2,1472403,295.66,1,0.85,473.06,1.6,0.63,-177.4,-51.87,-0.15,-35.23
211,7,0,,798,798,1,1988,2spring,3,8,36,0.14,0.04,0.001,2.1,,8.9,,,,25.4,0.19,,,,,,,,
212,9,42.34,1,798,798,1,1988,2spring,3,8,36,0.32,0.005,0.004,5.4,3.304,28.7,18.8,44.9,844912,149.3,1.1,5.88,65.32,0.44,2.29,83.98,123.9,4.88,146.64
213,10,70.99,2,798,798,1,1988,2spring,3,8,36,0.34,0.02,0.012,5.91,0.504,25.9,27.3,19.9,543532,173.61,1.27,1.16,163.4,0.94,1.06,10.21,24.31,0.16,44.73
214,11,86.71,3,798,798,1,1988,2spring,3,8,36,0.25,0.005,0.019,7.9,1.988,42.8,34.3,24.4,837597,170.64,1.25,0.98,232.07,1.36,0.74,-61.43,-2.97,-0.02,-3.55
215,12,175.05,4,798,798,1,1988,2spring,3,8,36,0.12,0.005,0.015,13.44,5.544,40.9,41.9,78.6,3290842,139.35,1.02,0.82,290.3,2.08,0.48,-150.96,-31.29,-0.18,-9.51
216,13,195.59,5,798,798,1,1988,2spring,3,8,36,0.08,0.005,0.009,19.71,6.272,60.3,50.6,29.2,1478187,136.24,1,0.98,204.35,1.5,0.67,-68.12,-3.11,-0.02,-2.1
217,7,0,,819,819.5,1,1988,2spring,3,29,37,0.11,0.03,0.001,2.41,,8.9,,,,22.9,0.26,,,,,,,,
218,9,42.34,1,819,819.5,1,1988,2spring,3,29,37,0.32,0.005,0.003,5.66,3.248,28.8,18.8,44.9,846127,156.49,1.75,6.83,53.79,0.34,2.91,102.7,133.58,5.83,157.88
219,10,70.99,2,819,819.5,1,1988,2spring,3,29,37,0.32,0.02,0.018,6.05,0.392,25.9,27.3,19.9,544133,167.27,1.87,1.07,167.27,1,1,0,10.78,0.07,19.82
220,11,86.71,3,820,819.5,1,1988,2spring,3,30,37,0.23,0.005,0.02,8.6,2.548,43,34.4,24.4,839880,170.9,1.91,1.02,237.77,1.39,0.72,-66.87,3.63,0.02,4.32
221,12,175.05,4,820,819.5,1,1988,2spring,3,30,37,0.05,0.005,0.009,13.92,5.32,41,42,78.6,3298469,60.13,0.67,0.35,276.62,4.6,0.22,-216.48,-110.76,-0.65,-33.58
222,13,195.59,5,820,819.5,1,1988,2spring,3,30,37,0.05,0.005,0.005,20.69,6.776,60.4,50.7,29.2,1480198,89.38,1,1.49,89.38,1,1,0,29.25,0.49,19.76
223,7,0,,833,833.5,1,1988,2spring,4,12,38,0.04,0.01,0.001,2.97,,8.9,,,,10.26,0.16,,,,,,,,
224,9,42.34,1,833,833.5,1,1988,2spring,4,12,38,0.16,0.005,0.004,5.99,3.024,28.8,18.9,44.9,847670,82.81,1.27,8.07,20.7,0.25,4,62.1,72.54,7.07,85.58
225,10,70.99,2,833,833.5,1,1988,2spring,4,12,38,0.16,0.005,0.014,6.47,0.476,25.9,27.4,19.9,544957,89.44,1.37,1.08,89.44,1,1,0,6.64,0.08,12.18
226,11,86.71,3,834,833.5,1,1988,2spring,4,13,38,0.1,0.005,0.012,10.02,3.556,43.2,34.5,24.4,842602,86.57,1.32,0.97,138.52,1.6,0.63,-51.94,-2.87,-0.03,-3.4
227,12,175.05,4,834,833.5,1,1988,2spring,4,13,38,0.02,0.005,0.008,14.34,4.312,41,42.1,78.6,3307049,24.78,0.38,0.29,123.9,5,0.2,-99.12,-61.79,-0.71,-18.69
228,13,195.59,5,834,833.5,1,1988,2spring,4,13,38,0.03,0.005,0.007,25.23,10.892,60.9,51,29.2,1487765,65.4,1,2.64,43.6,0.67,1.5,21.8,40.62,1.64,27.3
229,7,0,,841,841,1,1988,2spring,4,20,39,0.01,0.01,0.01,5.21,,8.9,,,,4.5,0.02,,,,,,,,
230,9,42.34,1,841,841,1,1988,2spring,4,20,39,0.13,0.005,0.014,9.83,4.62,29.6,19.3,44.9,865618,110.41,0.56,24.53,8.49,0.08,13,101.92,105.91,23.53,122.35
231,10,70.99,2,841,841,1,1988,2spring,4,20,39,0.17,0.02,0.023,9.13,-0.7,25.9,27.8,19.9,553151,134.1,0.68,1.21,102.55,0.76,1.31,31.55,23.69,0.21,42.83
232,11,86.71,3,841,841,1,1988,2spring,4,20,39,0.12,0.02,0.023,15.4,6.272,43.4,34.6,24.4,844931,159.67,0.81,1.19,226.2,1.42,0.71,-66.53,25.57,0.19,30.26
233,12,175.05,4,841,841,1,1988,2spring,4,20,39,0.1,0.01,0.021,19.68,4.284,41,42.2,78.6,3315147,170.04,0.87,1.06,204.04,1.2,0.83,-34.01,10.37,0.06,3.13
234,13,195.59,5,841,841,1,1988,2spring,4,20,39,0.05,0.005,0.013,45.36,25.676,62.5,51.7,29.2,1510299,195.96,1,1.15,391.91,2,0.5,-195.96,25.92,0.15,17.16
235,7,0,,853,853,1,1988,2spring,5,2,40,0.01,0.01,0.01,3.89,,8.9,,,,3.36,0.23,,,,,,,,
236,9,42.34,1,853,853,1,1988,2spring,5,2,40,0.13,0.005,0.007,8.04,4.144,29.3,19.1,44.9,857252,90.31,6.27,26.87,6.95,0.08,13,83.36,86.94,25.87,101.42
237,10,70.99,2,853,853,1,1988,2spring,5,2,40,0.14,0.01,0.02,7.06,-0.98,25.9,27.6,19.9,549323,85.4,5.93,0.95,79.3,0.93,1.08,6.1,-4.91,-0.05,-8.93
238,11,86.71,3,853,853,1,1988,2spring,5,2,40,0.08,0.005,0.018,11.96,4.9,43.3,34.6,24.4,844158,82.67,5.74,0.97,144.67,1.75,0.57,-62,-2.73,-0.03,-3.23
239,12,175.05,4,853,853,1,1988,2spring,5,2,40,0.005,0.005,0.015,14.22,2.268,41,42.1,78.6,3311512,6.14,0.43,0.07,98.29,16,0.06,-92.15,-76.52,-0.93,-23.11
240,13,195.59,5,853,853,1,1988,2spring,5,2,40,0.005,0.005,0.011,33.32,19.096,61.7,51.3,29.2,1498149,14.39,1,2.34,14.39,1,1,0,8.25,1.34,5.51
241,7,0,,868,868.5,1,1988,2spring,5,17,41,0.03,0.02,0.02,7.5,,8.9,,,,19.44,0.08,,,,,,,,
242,9,42.34,1,868,868.5,1,1988,2spring,5,17,41,0.11,0.005,0.015,8.37,0.868,29.3,19.1,44.9,858794,79.55,0.32,4.09,21.7,0.27,3.67,57.85,60.11,3.09,69.99
243,10,70.99,2,868,868.5,1,1988,2spring,5,17,41,0.09,0.005,0.035,8.26,-0.112,25.9,27.6,19.9,550101,64.23,0.26,0.81,78.5,1.22,0.82,-14.27,-15.32,-0.19,-27.85
244,11,86.71,3,869,868.5,1,1988,2spring,5,18,41,0.06,0.005,0.022,21.48,13.216,43.4,34.6,24.4,845013,111.35,0.45,1.73,167.03,1.5,0.67,-55.68,47.12,0.73,55.77
245,12,175.05,4,869,868.5,1,1988,2spring,5,18,41,0.04,0.005,0.027,23.6,2.128,41,42.2,78.6,3315603,81.56,0.33,0.73,122.34,1.5,0.67,-40.78,-29.79,-0.27,-8.99
246,13,195.59,5,869,868.5,1,1988,2spring,5,18,41,0.04,0.005,0.013,70.84,47.236,63.6,52.3,29.2,1527040,244.82,1,3,244.82,1,1,0,163.26,2,106.91
247,7,0,,882,882.5,1,1988,2spring,5,31,42,0.03,0.03,0.03,7.67,,8.9,,,,19.88,0.31,,,,,,,,
248,9,42.34,1,882,882.5,1,1988,2spring,5,31,42,0.13,0.02,0.023,9.91,2.24,29.7,19.3,44.9,865992,111.31,1.76,5.6,25.69,0.23,4.33,85.62,91.43,4.6,105.58
249,10,70.99,2,882,882.5,1,1988,2spring,5,31,42,0.09,0.02,0.062,9.8,-0.112,25.9,27.8,19.9,553324,76.2,1.2,0.68,110.07,1.44,0.69,-33.87,-35.1,-0.32,-63.44
250,11,86.71,3,883,882.5,1,1988,2spring,6,1,42,0.05,0.005,0.046,27.19,17.388,43.4,34.6,24.4,845053,117.46,1.85,1.54,211.43,1.8,0.56,-93.97,41.26,0.54,48.82
251,12,175.05,4,883,882.5,1,1988,2spring,6,1,42,0.02,0.005,0.042,37.24,10.052,41,42.2,78.6,3315634,64.35,1.02,0.55,160.88,2.5,0.4,-96.53,-53.11,-0.45,-16.02
252,13,195.59,5,883,882.5,1,1988,2spring,6,1,42,0.01,0.005,0.024,73.36,36.12,63.7,52.3,29.2,1528356,63.38,1,0.98,126.77,2,0.5,-63.38,-0.97,-0.02,-0.63
253,7,0,,896,896.5,1,1988,2spring,6,14,43,0.04,0.03,0.01,3.56,,8.9,,,,12.3,0.37,,,,,,,,
254,9,42.34,1,896,896.5,1,1988,2spring,6,14,43,0.05,0.005,0.003,5.29,1.736,28.7,18.8,44.9,844398,22.85,0.69,1.86,18.28,0.8,1.25,4.57,10.55,0.86,12.49
255,10,70.99,2,896,896.5,1,1988,2spring,6,14,43,0.005,0.005,0.039,4.59,-0.7,25.7,27.2,19.9,541902,1.98,0.06,0.09,19.83,10,0.1,-17.85,-20.87,-0.91,-38.51
256,11,86.71,3,897,896.5,1,1988,2spring,6,15,43,0.01,0.005,0.036,9.55,4.956,43.1,34.4,24.4,840002,8.25,0.25,4.16,4.13,0.5,2,4.13,6.27,3.16,7.46
257,12,175.05,4,897,896.5,1,1988,2spring,6,15,43,0.01,0.005,0.033,14.17,4.62,41,42.1,78.6,3304862,12.24,0.37,1.48,12.24,1,1,0,3.99,0.48,1.21
258,13,195.59,5,897,896.5,1,1988,2spring,6,15,43,0.01,0.005,0.016,38.36,24.192,62,51.5,29.2,1503410,33.14,1,2.71,33.14,1,1,0,20.9,1.71,13.9
259,7,0,,923,923.8333333,1,1988,3summer,7,11,44,0.08,0.02,0.07,0.95,,8.9,,,,6.57,0.21,,,,,,,,
260,9,42.34,1,924,923.8333333,1,1988,3summer,7,12,44,0.2,0.005,0.006,1.12,0.168,27.8,18.4,44.9,824575,19.35,0.61,2.95,7.74,0.4,2.5,11.61,12.79,1.95,15.51
261,10,70.99,2,924,923.8333333,1,1988,3summer,7,12,44,0.04,0.005,0.092,1.12,0,18.1,23,19.9,457802,3.87,0.12,0.2,19.35,5,0.2,-15.48,-15.48,-0.8,-33.82
262,11,86.71,3,924,923.8333333,1,1988,3summer,7,12,44,0.05,0.005,0.084,4.37,3.248,39.4,28.8,24.4,702337,18.88,0.59,4.88,15.1,0.8,1.25,3.78,15.01,3.88,21.37
263,12,175.05,4,924,923.8333333,1,1988,3summer,7,12,44,0.005,0.005,0.032,7.59,3.22,39.9,39.7,78.6,3119040,3.28,0.1,0.17,32.79,10,0.1,-29.51,-15.6,-0.83,-5
264,13,195.59,5,924,923.8333333,1,1988,3summer,7,12,44,0.02,0.005,0.009,18.45,10.864,60.1,50,29.2,1461099,31.88,1,9.72,7.97,0.25,4,23.91,28.6,8.72,19.58
265,7,0,,958,958.3333333,1,1988,3summer,8,15,45,0.1,0.03,0.06,0.42,,8.4,,,,3.63,0.53,,,,,,,,
266,9,42.34,1,959,958.3333333,1,1988,3summer,8,16,45,0.24,0.005,0.009,0.7,0.28,27.7,18.1,44.9,811137,14.52,2.11,4,6.05,0.42,2.4,8.47,10.89,3,13.42
267,10,70.99,2,959,958.3333333,1,1988,3summer,8,16,45,0.005,0.005,0.072,0.95,0.252,16.6,22.2,19.9,441416,0.41,0.06,0.03,19.7,48,0.02,-19.29,-14.1,-0.97,-31.95
268,11,86.71,3,958,958.3333333,1,1988,3summer,8,15,45,0.005,0.005,0.042,2.13,1.176,29.9,23.2,24.4,567058,0.92,0.13,2.24,0.92,1,1,0,0.51,1.24,0.9
269,12,175.05,4,958,958.3333333,1,1988,3summer,8,15,45,0.005,0.005,0.009,3.58,1.456,33.7,31.8,78.6,2498374,1.55,0.23,1.68,1.55,1,1,0,0.63,0.68,0.25
270,13,195.59,5,958,958.3333333,1,1988,3summer,8,15,45,0.01,0.005,0.007,7.95,4.368,58,45.8,29.2,1338128,6.87,1,4.44,3.43,0.5,2,3.43,5.32,3.44,3.98
271,7,0,,986,986.8333333,1,1988,3summer,9,12,46,0.11,0.06,0.03,0.48,,8.6,,,,4.56,0.54,,,,,,,,
272,9,42.34,1,987,986.8333333,1,1988,3summer,9,13,46,0.26,0.005,0.006,1.37,0.896,27.9,18.2,44.9,818196,30.78,3.61,6.75,13.02,0.42,2.36,17.76,26.21,5.75,32.04
273,10,70.99,2,987,986.8333333,1,1988,3summer,9,13,46,0.02,0.005,0.05,1.54,0.168,21,24.4,19.9,486427,2.66,0.31,0.09,34.59,13,0.08,-31.93,-28.11,-0.91,-57.8
274,11,86.71,3,987,986.8333333,1,1988,3summer,9,13,46,0.005,0.005,0.031,2.38,0.84,31.6,26.3,24.4,641563,1.03,0.12,0.39,4.11,4,0.25,-3.08,-1.63,-0.61,-2.55
275,12,175.05,4,987,986.8333333,1,1988,3summer,9,13,46,0.005,0.005,0.006,4.93,2.548,37.2,34.4,78.6,2703789,2.13,0.25,2.07,2.13,1,1,0,1.1,1.07,0.41
276,13,195.59,5,987,986.8333333,1,1988,3summer,9,13,46,0.01,0.005,0.003,9.86,4.928,58.5,47.9,29.2,1397288,8.52,1,4,4.26,0.5,2,4.26,6.39,3,4.57
277,7,0,,1015,1015.333333,1,1988,4autumn,10,11,47,0.04,0.02,0.01,1.37,,8.9,,,,4.73,0.19,,,,,,,,
278,9,42.34,1,1016,1015.333333,1,1988,4autumn,10,12,47,0.07,0.01,0.004,3.08,1.708,28.2,18.6,44.9,834049,18.63,0.75,3.93,10.64,0.57,1.75,7.98,13.89,2.93,16.66
279,10,70.99,2,1016,1015.333333,1,1988,4autumn,10,12,47,0.01,0.005,0.017,3.44,0.364,25.3,26.8,19.9,532799,2.97,0.12,0.16,20.81,7,0.14,-17.83,-15.66,-0.84,-29.38
280,11,86.71,3,1015,1015.333333,1,1988,4autumn,10,11,47,0.005,0.005,0.018,4.96,1.512,40.5,32.9,24.4,802513,2.14,0.09,0.72,4.29,2,0.5,-2.14,-0.83,-0.28,-1.03
281,12,175.05,4,1015,1015.333333,1,1988,4autumn,10,11,47,0.005,0.005,0.015,8.99,4.032,40.5,40.5,78.6,3182363,3.88,0.16,1.81,3.88,1,1,0,1.74,0.81,0.55
282,13,195.59,5,1015,1015.333333,1,1988,4autumn,10,11,47,0.02,0.005,0.008,14.42,5.432,59.5,50,29.2,1459484,24.92,1,6.42,6.23,0.25,4,18.69,21.03,5.42,14.41
283,7,0,,1049,1049.833333,1,1988,4autumn,11,14,48,0.07,0.01,0.001,1.37,,8.9,,,,8.29,0.27,,,,,,,,
